支付宝交易记录明细查询
账号:[15771971917]
起始日期:[2026-01-01 00:00:00]    终止日期:[2026-06-13 21:15:19]
---------------------------------交易记录明细列表------------------------------------
交易号                  ,商家订单号               ,交易创建时间              ,付款时间                ,最近修改时间              ,交易来源地     ,类型              ,交易对方            ,商品名称                ,金额（元）   ,收/支     ,交易状态    ,服务费（元）   ,成功退款（元）  ,备注                  ,资金状态     ,
2026061322001408271413566726	,P18M6666031260613762184364384	,2026-06-13 19:59:11 ,2026-06-13 19:59:12 ,2026-06-13 19:59:12 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,盒马              ,四季豆 约250g等3类商品      ,94.24   ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2026061323001408271415473833	,202693551000002653082128	,2026-06-13 19:30:05 ,2026-06-13 19:30:05 ,2026-06-13 19:30:08 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,安蒙科技            ,延长壳牌丈八北路西加油站 - 高德地图 - 202693551000002653082128,42.78   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2026061310032004100236570133	,                    	,2026-06-13 19:27:29 ,                    ,2026-06-13 19:27:29 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,杭州闲鱼信息技术有限公司    ,分账-软件服务费(3306336961294002881)扣款,0.02    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2026061310032004100236910808	,                    	,2026-06-13 19:26:51 ,                    ,2026-06-13 19:26:51 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,杭州闲鱼信息技术有限公司    ,分账-基础软件服务费(3306336961294002881)扣款,0.01    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2026061323001108271409798658	,13130600726061311651035901020	,2026-06-13 13:06:23 ,2026-06-13 13:06:28 ,2026-06-13 13:06:34 ,淘宝        ,支付宝担保交易         ,淘宝闪购            ,超级吃货卡               ,0.10    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2026061323001108271412711785	,13130600726061311651034901020	,2026-06-13 13:06:23 ,2026-06-13 13:06:28 ,2026-06-13 13:37:35 ,淘宝        ,支付宝担保交易         ,淘宝闪购            ,史玉林凉皮叁伍壹壹店外卖订单      ,30.69   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20260613102553010408270062764265	,26061375431201810269	,2026-06-13 11:42:56 ,2026-06-13 11:43:00 ,2026-06-13 11:42:56 ,支付宝网站     ,即时到账交易          ,众安在线财产保险股份有限公司  ,2026.7月保费缴清-宠物医疗险买家版-众安-*欢,33.25   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20260612102553010908270060891607	,20260612940149602224	,2026-06-12 22:46:30 ,2026-06-12 22:46:31 ,2026-06-12 22:46:31 ,支付宝网站     ,即时到账交易          ,网商银行            ,转出到网商银行             ,1.66    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2026061223001408271407115998	,4412660000482200007895216309750823	,2026-06-12 20:10:28 ,2026-06-12 20:10:31 ,2026-06-12 20:10:31 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,常记老陕面           ,常记老陕面大寨路店           ,14.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2026061210032004970273037389	,                    	,2026-06-12 18:46:19 ,                    ,2026-06-12 18:46:19 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,杭州闲鱼信息技术有限公司    ,分账-软件服务费(3306154549001020160)扣款,0.02    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
